id,score
3336,83 
3337,86 
3338,85 
3339,89 
3340,81 
3341,85 
3342,85 
3343,94 
3344,87 
3345,89 
3346,83 
3347,81 
3348,83 
3349,85 
3350,86 
3351,86 
3352,93 
3353,88 
3354,84 
3355,82 
3356,84 
3357,86 
3358,90 
3359,86 
3360,85 
3361,93 
3361,93 
3362,85 
3363,78 
3364,88 
3365,85 
3366,84 
3367,90 
3368,87 
3369,85 
3370,78 
3371,85 
3372,82 
3373,85 
3374,87 
3375,85 
3376,83 
3377,87 
3378,77 
3379,81 
3380,89 
3381,89 
3382,79 
3383,80 
3384,73 
3385,84 
3386,90 
3387,87 
3388,92 
3389,89 
3390,90 
3391,75 
3392,86 
3393,83 
3394,87 
3395,80 
3396,90 
3397,93 
3398,87 
3399,79 
3400,85 
3401,90 
3402,85 
3403,93 
3404,84 
3405,86 
3406,88 
3407,81 
3408,89 
3409,86 
3410,88 
3411,87 
3412,85 
3413,82 
3414,86 
3415,86 
3416,87 
3417,91 
3418,84 
3419,87 
3420,93 
3421,86 
3422,92 
3423,87 
3424,85 
3425,83 
3426,91 
3427,86 
3428,84 
3429,86 
3430,84 
3431,78 
3432,81 
3433,89 
3434,78 
3435,90 
3436,85 
3437,81 
3438,89 
3439,82 
3440,83 
3441,88 
3442,84 
3443,87 
3444,79 
3445,88 
3446,90 
3447,87 
3448,86 
3449,87 
3450,91 
3451,86 
3452,90 
3453,86 
3454,87 
3455,88 
3456,82 
3457,93 
3458,93 
3459,84 
3460,83 
3461,81 
3462,94 
3463,88 
3464,80 
3465,87 
3466,86 
3467,81 
3468,82 
3469,90 
3470,86 
3471,78 
3472,90 
3473,87 
3474,83 
3475,85 
3476,88 
3476,88 
3477,79 
3478,93 
3479,88 
3480,87 
3481,82 
3482,80 
3483,73 
3484,93 
3485,79 
3486,86 
3487,82 
3488,89 
3489,94 
3490,89 
3491,86 
3492,84 
3493,82 
3494,82 
3495,84 
3496,80 
3497,79 
3498,77 
3499,80 
3500,87 
3501,87 
3502,78 
3503,75 
3505,87 
3506,83 
3507,86 
3508,85 
3509,85 
3510,90 
3511,84 
3512,87 
3513,92 
3514,88 
3515,81 
3516,91 
3517,91 
3518,86 
3519,92 
3520,88 
3521,82 
3522,77 
3523,86 
3524,87 
3525,87 
3526,87 
3527,84 
3528,83 
3529,84 
3530,89 
3531,84 
3532,94 
3533,82 
3534,82 
3535,88 
3536,79 
3537,91 
3538,84 
3540,83 
3541,87 
3542,94 
3543,84 
3544,88 
3545,85 
3546,85 
3547,76 
3548,85 
3549,83 
3550,87 
3551,86 
3552,87 
3553,85 
3554,86 
3555,87 
3556,77 
3557,87 
3559,84 
3560,89 
3561,87 
3562,88 
3563,90 
3564,85 
3565,82 
3566,85 
3567,83 
3568,85 
3569,78 
3570,92 
3571,82 
3572,80 
3573,85 
3574,85 
3575,78 
3576,89 
3577,91 
3578,84 
3579,83 
3580,88 
3581,86 
3582,81 
3583,87 
3584,91 
3585,84 
3586,83 
3587,84 
3588,92 
3589,79 
3590,83 
3591,77 
3592,92 
3593,90 
3594,87 
3595,81 
3596,82 
3597,88 
3598,82 
3599,85 
3600,81 
3601,83 
3602,85 
3603,84 
3604,79 
3605,76 
3606,80 
3607,82 
3608,78 
3609,86 
3610,83 
3611,82 
3612,90 
3613,91 
3614,80 
3615,88 
3616,84 
3617,83 
3618,81 
3619,89 
3620,83 
3621,76 
3622,86 
3623,87 
3624,83 
3625,80 
3626,85 
3627,83 
3628,79 
3629,78 
3630,87 
3631,92 
3632,89 
3633,75 
3634,85 
3635,79 
3636,83 
3637,84 
3638,89 
3639,81 
3640,82 
3641,79 
3642,94 
3643,77 
3644,79 
3645,78 
3646,80 
3647,84 
3648,84 
3649,79 
3650,92 
3651,86 
3652,82 
3653,79 
3654,85 
3655,90 
3656,91 
3657,84 
3658,82 
3659,82 
3660,77 
3661,80 
3662,85 
3663,80 
3664,90 
3665,76 
3666,82 
3667,82 
3668,81 
3669,77 
3670,81 
3671,82 
3672,83 
3673,81 
3674,81 
3675,84 
3676,91 
3677,84 
3678,82 
3679,80 
3680,84 
3681,84 
3682,87 
3683,84 
3684,85 
3685,82 
3686,83 
3687,82 
3688,81 
3689,85 
3690,81 
3691,84 
3692,88 
3693,78 
3693,78 
3694,84 
3695,87 
3696,79 
3697,85 
3698,86 
3699,73 
3700,83 
3701,91 
3702,80 
3703,78 
3704,85 
3705,76 
3706,80 
3707,79 
3708,87 
3709,93 
3709,93 
3710,82 
3711,81 
3712,92 
3713,85 
3714,82 
3715,79 
3716,85 
3717,86 
3718,85 
3719,85 
3720,90 
3721,92 
3722,82 
3723,81 
3724,92 
3725,81 
3726,89 
3727,88 
3728,83 
3729,88 
3730,90 
3731,75 
3732,85 
3733,83 
3734,88 
3735,81 
3736,85 
3737,76 
3738,79 
3739,76 
3740,83 
3741,83 
3742,85 
3743,80 
3744,93 
3745,81 
3746,79 
3747,81 
3748,82 
3749,77 
3750,85 
3751,85 
3752,84 
3753,74 
3754,86 
3755,89 
3756,82 
3757,88 
3758,85 
3759,78 
3760,74 
3761,92 
3762,88 
3763,81 
3764,78 
3765,79 
3766,79 
3767,86 
3768,85 
3769,90 
3770,84 
3771,90 
3772,86 
3773,85 
3774,81 
3775,83 
3776,91 
3777,87 
3778,78 
3779,85 
3780,82 
3781,78 
3782,79 
3783,82 
3784,83 
3785,81 
3786,80 
3787,78 
3788,86 
3789,83 
3790,76 
3791,80 
3792,81 
3793,84 
3794,82 
3795,93 
3796,94 
3797,88 
3798,85 
3799,81 
3800,93 
3801,93 
3802,87 
3803,91 
3804,82 
3805,87 
3806,93 
3807,83 
3808,90 
3809,79 
3810,83 
3811,91 
3812,85 
3813,87 
3814,93 
3815,88 
3816,79 
3817,87 
3818,93 
3819,81 
3820,93 
3822,93 
3823,85 
3824,90 
3825,88 
3826,88 
3827,83 
3828,83 
3829,78 
3830,93 
3831,88 
3832,90 
3833,85 
3834,81 
3835,87 
3836,83 
3837,86 
3838,89 
3839,91 
3840,84 
3841,92 
3842,88 
3843,79 
3844,89 
3845,89 
3846,73 
3847,89 
3848,84 
3849,88 
3850,85 
3851,82 
3852,81 
3853,81 
3854,85 
3855,84 
3856,83 
3857,84 
3858,90 
3859,92 
3860,88 
3861,89 
3862,80 
3863,89 
3864,77 
3865,89 
3866,84 
3867,89 
3868,84 
3869,86 
3870,93 
3871,84 
3872,94 
3873,86 
3874,87 
3875,85 
3876,84 
3877,93 
3878,90 
3879,87 
3880,87 
3881,85 
3882,84 
3883,84 
3884,82 
3885,88 
3886,87 
3887,85 
3888,93 
3889,79 
3890,93 
3891,84 
3892,81 
3893,85 
3894,87 
3895,82 
3896,93 
3897,88 
3898,85 
3899,77 
3900,82 
3901,82 
3902,89 
3903,83 
3904,78 
3905,85 
3906,79 
3907,89 
3908,87 
3909,84 
3910,88 
3911,87 
3912,86 
3913,80 
3914,89 
3915,91 
3916,85 
3917,89 
3918,79 
3919,78 
3920,85 
3921,92 
3922,84 
3923,81 
3924,79 
3925,91 
3926,82 
3927,86 
3928,91 
3929,90 
3930,79 
3931,86 
3932,84 
3933,82 
3934,82 
3935,79 
3936,87 
3937,92 
3938,91 
3939,79 
3940,80 
3941,86 
3942,82 
3943,86 
3944,81 
3945,92 
3946,81 
3947,89 
3948,94 
3949,87 
3950,84 
3951,94 
3952,87 
3953,87 
3954,87 
3955,93 
3956,89 
3957,85 
3958,93 
3959,82 
3960,82 
3961,93 
3962,80 
3963,87 
3964,85 
3965,79 
3966,86 
3967,89 
3968,84 
3969,79 
3970,88 
3971,88 
3972,90 
3973,90 
3974,81 
3975,86 
3976,82 
3977,93 
3978,83 
3979,88 
3980,84 
3981,86 
3982,88 
3983,81 
3984,90 
3985,81 
3986,85 
3987,82 
3988,95 
3989,86 
3990,89 
3991,89 
3992,93 
3993,85 
3994,92 
3995,93 
3996,87 
3997,85 
3998,94 
3999,89 
4000,84 
