id,score
1754,71 
1755,89 
1756,74 
1757,83 
1758,77 
1759,77 
1760,82 
1761,75 
1762,77 
1763,83 
1764,80 
1765,85 
1766,85 
1767,79 
1768,82 
1769,88 
1770,88 
1771,80 
1772,81 
1773,78 
1774,82 
1775,87 
1776,78 
1777,84 
1778,90 
1779,87 
1780,82 
1781,95 
1782,81 
1782,81 
1783,93 
1784,79 
1785,82 
1786,79 
1787,81 
1788,88 
1789,83 
1790,84 
1791,83 
1792,86 
1793,80 
1794,94 
1795,81 
1796,92 
1797,79 
1798,94 
1799,82 
1800,85 
1801,77 
1802,84 
1803,78 
1804,88 
1805,87 
1806,79 
1807,76 
1808,81 
1809,82 
1810,76 
1811,80 
1812,83 
1813,88 
1814,78 
1815,85 
1817,82 
1818,81 
1819,83 
1820,83 
1821,90 
1822,87 
1823,76 
1824,76 
1825,77 
1826,78 
1827,88 
1828,82 
1829,78 
1830,79 
1831,84 
1832,86 
1833,81 
1834,76 
1835,85 
1836,82 
1837,80 
1838,82 
1839,75 
1840,93 
1841,91 
1842,75 
1843,85 
1844,74 
1846,85 
1847,81 
1848,76 
1849,87 
1850,78 
1851,88 
1852,81 
1853,92 
1854,94 
1855,86 
1856,79 
1857,79 
1858,82 
1859,80 
1860,89 
1861,80 
1862,91 
1863,79 
1864,81 
1865,83 
1866,78 
1867,90 
1868,80 
1869,76 
1870,94 
1871,88 
1872,94 
1873,79 
1874,92 
1875,81 
1876,83 
1877,80 
1878,90 
1879,86 
1880,78 
1881,78 
1882,73 
1883,88 
1884,93 
1885,78 
1886,81 
1887,89 
1888,78 
1889,75 
1890,84 
1891,88 
1893,87 
1894,86 
1895,79 
1896,89 
1897,79 
1898,90 
1899,88 
1900,93 
1901,77 
1902,86 
1903,75 
1904,82 
1905,86 
1906,73 
1907,78 
1908,79 
1909,85 
1910,93 
1911,79 
1912,86 
1913,80 
1914,74 
1916,93 
1917,86 
1918,87 
1919,94 
1920,82 
1921,82 
1922,81 
1923,79 
1924,87 
1925,93 
1926,86 
1927,89 
1928,78 
1929,94 
1930,81 
1931,93 
1932,75 
1933,82 
1935,93 
1936,87 
1937,83 
1938,85 
1939,80 
1940,76 
1941,84 
1943,93 
1944,77 
1945,76 
1946,80 
1947,88 
1948,73 
1949,93 
1950,76 
1951,83 
1952,76 
1953,91 
1954,88 
1955,80 
1956,84 
1957,79 
1958,88 
1959,81 
1960,79 
1961,87 
1962,76 
1963,81 
1964,79 
1965,83 
1966,79 
1967,92 
1968,80 
1969,79 
1970,92 
1971,93 
1972,90 
1973,86 
1974,82 
1975,78 
1977,89 
1979,77 
1980,87 
1981,85 
1982,87 
1983,83 
1984,80 
1985,82 
1986,83 
1987,91 
1988,84 
1989,82 
1990,87 
1991,83 
1992,76 
1993,88 
1994,84 
1995,82 
1996,87 
1997,89 
1998,88 
1999,80 
2000,82 
2001,90 
2003,90 
2004,86 
2005,89 
2006,82 
2007,78 
2008,87 
2009,86 
2010,83 
2011,86 
2012,86 
2013,80 
2014,79 
2015,77 
2016,83 
2017,84 
2018,83 
2019,82 
2020,89 
2021,85 
2022,80 
2023,82 
2024,85 
2025,83 
2026,80 
2027,88 
2028,87 
2029,76 
2030,82 
2031,83 
2032,89 
2033,93 
2034,88 
2035,79 
2036,78 
2037,83 
2038,81 
2039,77 
2040,84 
2042,93 
2043,78 
2044,83 
2045,82 
2046,85 
2047,83 
2048,79 
2049,81 
2050,85 
2051,82 
2052,93 
2053,80 
2054,80 
2055,82 
2056,84 
2057,73 
2058,83 
2059,87 
2059,87 
2060,80 
2061,85 
2062,81 
2063,94 
2064,83 
2065,80 
2065,80 
2066,84 
2068,78 
2069,84 
2070,91 
2071,84 
2072,78 
2073,82 
2074,90 
2075,90 
2076,80 
2077,83 
2078,83 
2079,87 
2080,84 
2081,84 
2082,85 
2083,78 
2084,91 
2085,84 
2086,83 
2087,88 
2088,81 
2089,87 
2090,86 
2091,83 
2092,79 
2093,87 
2094,83 
2095,86 
2096,84 
2097,81 
2098,76 
2099,84 
2100,89 
2101,79 
2102,85 
2103,81 
2104,83 
2105,71 
2106,88 
2107,83 
2108,85 
2109,81 
2110,82 
2111,78 
2112,81 
2113,85 
2114,83 
2115,87 
2116,82 
2117,83 
2118,82 
2119,84 
2120,84 
2121,85 
2122,84 
2123,86 
2124,86 
2125,83 
2126,84 
2127,88 
2128,81 
2129,90 
2130,88 
2131,87 
2132,86 
2132,86 
2133,82 
2134,88 
2135,85 
2136,84 
2137,76 
2138,78 
2139,81 
2140,84 
2141,83 
2142,87 
2143,82 
2144,84 
2145,90 
2146,81 
2147,87 
2148,83 
2149,76 
2150,85 
2151,84 
2152,73 
2153,83 
2154,82 
2155,87 
2156,83 
2157,79 
2158,91 
2159,85 
2160,86 
2161,88 
2162,83 
2163,90 
2164,81 
2165,84 
2166,81 
2167,84 
2168,82 
2169,82 
2170,84 
2171,84 
2172,93 
2173,79 
2174,90 
2175,78 
2176,85 
2177,77 
2178,82 
2179,87 
2180,80 
2181,81 
2182,84 
2183,83 
2184,78 
2185,79 
2186,80 
2187,81 
2188,81 
2189,85 
2190,82 
2191,82 
2192,91 
2193,94 
2194,77 
2195,74 
2196,90 
2197,79 
2198,72 
2199,76 
2200,80 
2201,81 
2202,80 
2203,78 
2204,78 
2205,76 
2206,93 
2207,89 
2208,82 
2209,82 
2210,83 
2211,86 
2212,82 
2213,88 
2214,81 
2215,86 
2216,88 
2217,84 
2218,89 
2219,91 
2220,91 
2221,85 
2222,75 
2223,90 
2224,92 
2225,80 
2226,79 
2227,83 
2228,84 
2229,82 
2230,83 
2231,92 
2232,82 
2233,84 
2234,79 
2235,87 
2236,84 
2237,86 
2238,79 
2239,87 
2240,78 
2241,87 
2242,85 
2243,88 
2244,81 
2245,88 
2246,88 
2247,87 
2248,81 
2249,83 
2250,88 
2251,88 
2252,75 
2253,87 
2254,85 
2255,87 
2256,87 
2257,82 
2258,85 
2259,88 
2260,85 
2261,84 
2262,87 
2263,95 
2264,81 
2265,84 
2266,89 
2267,83 
2268,82 
2269,82 
2270,85 
2271,83 
2272,84 
2273,84 
2274,92 
2275,90 
2276,81 
2277,88 
2278,78 
2279,86 
2280,83 
2281,80 
2282,78 
2283,81 
2284,88 
2285,87 
2286,88 
2287,83 
2288,84 
2289,89 
2290,83 
2291,84 
2292,79 
2293,83 
2294,94 
2295,87 
2296,83 
2297,86 
2298,80 
2299,84 
2300,80 
2301,88 
2302,83 
2303,93 
2304,80 
2305,76 
2306,83 
2307,81 
2308,85 
2309,76 
2310,85 
2311,86 
2312,82 
2313,82 
2314,82 
2315,83 
2316,82 
2317,87 
2318,82 
2319,87 
2320,81 
2321,91 
2322,78 
2323,87 
2324,85 
2325,88 
2326,82 
2327,85 
2328,86 
2329,90 
2330,84 
2331,87 
2332,86 
2333,82 
2334,85 
2335,86 
2336,86 
2337,86 
2338,89 
2339,87 
2341,85 
2342,81 
2343,89 
2344,78 
2345,90 
2346,79 
2347,88 
2348,80 
2349,84 
2350,80 
2351,83 
2352,83 
2353,86 
2354,85 
2355,82 
2356,83 
2357,94 
2358,82 
2359,88 
2360,90 
2361,83 
2362,92 
2363,89 
2364,86 
2365,89 
2366,81 
2367,87 
2368,77 
2369,80 
2370,77 
2371,85 
2372,81 
2373,83 
2374,84 
2375,84 
2376,79 
2377,79 
2378,78 
2379,82 
2380,80 
2381,85 
2382,84 
2383,74 
2384,79 
2385,78 
2386,90 
2387,94 
2388,81 
2389,89 
2390,88 
2391,82 
2392,82 
2393,80 
2394,80 
2395,90 
2396,84 
2397,85 
2398,82 
2399,78 
2400,82 
2401,85 
2402,81 
2403,84 
2404,94 
2405,88 
2406,84 
2407,83 
2408,80 
2409,82 
2410,83 
2411,85 
2412,87 
2413,80 
2414,85 
2415,84 
2416,87 
2417,85 
2418,79 
2419,78 
2420,84 
2421,85 
2422,81 
2423,81 
2424,86 
2425,88 
2426,80 
2427,86 
2428,87 
2429,78 
2430,88 
2431,89 
2432,88 
2433,91 
2434,81 
2435,79 
2436,90 
2437,72 
2438,76 
2439,78 
2440,77 
2442,75 
2443,79 
2444,78 
2445,90 
2446,78 
2447,94 
2447,94 
2448,79 
2449,82 
2450,77 
2451,93 
2452,77 
2453,78 
2454,88 
2455,78 
2456,81 
2457,80 
2458,81 
2459,82 
2460,88 
2461,78 
2462,84 
2462,84 
2463,77 
2464,79 
2465,78 
2466,90 
2467,78 
2468,77 
2469,82 
2470,78 
2471,80 
2472,76 
2473,79 
2474,80 
2475,91 
2475,91 
2476,78 
2477,78 
2478,80 
2479,85 
2480,79 
2481,93 
2482,83 
2483,91 
2484,78 
2485,78 
2486,87 
2487,79 
2488,79 
2489,79 
2490,77 
2491,79 
2492,78 
2493,84 
2494,73 
2495,79 
2496,89 
2497,84 
2498,78 
2499,94 
2500,78 
2501,79 
2502,77 
2503,82 
2504,89 
2506,91 
2507,82 
2508,80 
2509,74 
2510,84 
2511,82 
2512,75 
2513,76 
2514,87 
2515,74 
2516,79 
2517,79 
2518,79 
2519,80 
2520,78 
2521,81 
2522,78 
2523,86 
2524,90 
2525,91 
2526,75 
2527,79 
2528,79 
2529,79 
2530,83 
2531,79 
2532,80 
2533,76 
2534,79 
2535,79 
2536,77 
2537,78 
2538,78 
2539,67 
2540,83 
2541,84 
2542,82 
2543,77 
2544,76 
2545,80 
2546,79 
2547,78 
2548,89 
2549,87 
2550,81 
2551,83 
2552,77 
2554,79 
2555,84 
2556,79 
2557,78 
2558,78 
2559,79 
2560,81 
2561,79 
2562,94 
2563,79 
2564,79 
2565,78 
2565,78 
2566,79 
2567,80 
2568,79 
2569,77 
2570,78 
2571,93 
2572,79 
2573,78 
2574,82 
2575,79 
2576,76 
2577,79 
2578,79 
2579,93 
2580,79 
2581,90 
2582,77 
2583,77 
2584,84 
2585,81 
2586,81 
2587,93 
2587,93 
2588,88 
2589,80 
2590,84 
2591,81 
2592,79 
2593,87 
2594,80 
2595,79 
2596,75 
2597,85 
2598,79 
2599,86 
2600,83 
2601,79 
2602,82 
2603,94 
2603,94 
2604,85 
2605,90 
2606,89 
2607,79 
2608,77 
2609,78 
2610,80 
2611,79 
2612,79 
2613,80 
2614,79 
2615,82 
2616,78 
2617,80 
2618,77 
2619,86 
2620,80 
2621,87 
2622,78 
2623,73 
2625,76 
2626,78 
2627,87 
2628,94 
2629,77 
2630,80 
2631,76 
2632,80 
2633,84 
2634,82 
2635,76 
2637,79 
2638,88 
2639,82 
2640,76 
2641,82 
2642,82 
2643,94 
2644,80 
2645,84 
2646,81 
2647,80 
2648,84 
2649,79 
2650,79 
2651,83 
2652,80 
2653,88 
2654,79 
2655,82 
2656,81 
2657,71 
2658,80 
2659,79 
2660,75 
2661,82 
2662,82 
2663,88 
2664,80 
2665,92 
2666,80 
2667,94 
2668,80 
2669,78 
2671,82 
2672,79 
2673,79 
2674,76 
2675,76 
2676,78 
2677,79 
2678,84 
2679,83 
2680,72 
2681,82 
2682,82 
2683,81 
2684,92 
2685,84 
2686,90 
2687,78 
2688,79 
2689,80 
2690,81 
2691,79 
2692,78 
2693,92 
2694,82 
2695,78 
2696,79 
2697,75 
2698,79 
2699,77 
2700,94 
2701,88 
2702,80 
2703,77 
2704,83 
2705,84 
2706,80 
2707,86 
2708,80 
2709,82 
2710,87 
2711,79 
2712,79 
2713,77 
2714,82 
2715,81 
2716,78 
2717,85 
2718,95 
2719,80 
2720,82 
2721,80 
2722,79 
2723,85 
2724,80 
2725,90 
2726,78 
2727,79 
2728,77 
2729,86 
2730,94 
2731,78 
2732,79 
2733,84 
2734,78 
2735,80 
2736,92 
2737,92 
2738,78 
2739,83 
2740,79 
2741,86 
2742,78 
2743,84 
2743,84 
2744,79 
2745,79 
2746,80 
2747,88 
2748,86 
2749,79 
2750,75 
2751,79 
2752,78 
2753,90 
2754,78 
2755,80 
2756,87 
2757,77 
2758,80 
2759,82 
2759,82 
2760,92 
2761,81 
2762,80 
2763,75 
2764,87 
2765,79 
2766,85 
2767,91 
2768,79 
2769,78 
2770,79 
2771,86 
2772,80 
2773,85 
2774,80 
2775,87 
2776,81 
2777,76 
2778,85 
2779,88 
2780,78 
2781,91 
2782,90 
2783,89 
2784,86 
2785,76 
2786,73 
2787,84 
2788,83 
2789,89 
2790,81 
2791,78 
2792,87 
2793,82 
2794,86 
2795,87 
2796,79 
2797,77 
2798,78 
2799,81 
2800,79 
2801,88 
2802,78 
2803,73 
2804,83 
2805,75 
2806,85 
2807,92 
2808,76 
2809,94 
2810,79 
2811,77 
2812,87 
2813,80 
2814,86 
2815,79 
2816,80 
2817,79 
2818,91 
2819,89 
2820,81 
2821,86 
2822,90 
2823,87 
2824,78 
2825,77 
2826,84 
2827,86 
2827,86 
2828,92 
2829,78 
2830,89 
2831,90 
2832,85 
2833,85 
2834,82 
2835,80 
2836,91 
2837,73 
2838,79 
2839,78 
2840,79 
2841,81 
2842,80 
2843,91 
2844,88 
2845,93 
2846,88 
2847,82 
2849,89 
2850,78 
2851,85 
2852,94 
2853,79 
2854,88 
2855,88 
2856,78 
2857,88 
2858,81 
2859,79 
2860,78 
2861,83 
2862,88 
2863,91 
2864,76 
2865,80 
2866,87 
2867,78 
2868,79 
2869,94 
2871,82 
2872,82 
2873,84 
2874,77 
2875,82 
2876,80 
2877,73 
2878,93 
2879,80 
2879,80 
2880,77 
2881,84 
2882,78 
2883,93 
2884,85 
2885,92 
2886,83 
2887,79 
2888,79 
2890,79 
2891,93 
2892,78 
2893,85 
2894,78 
2895,91 
2895,91 
2896,85 
2897,83 
2898,93 
2899,89 
2900,87 
2901,91 
2902,85 
2903,79 
2904,89 
2905,80 
2906,82 
2907,93 
2908,83 
2909,88 
2910,91 
2911,88 
2912,89 
2913,83 
2914,89 
2915,94 
2916,87 
2917,88 
2918,85 
2919,93 
2920,90 
2921,86 
2922,91 
2923,80 
2924,90 
2925,88 
2926,84 
2927,93 
2928,93 
2929,79 
2930,80 
2931,83 
2932,78 
2933,87 
2934,80 
2935,87 
2936,90 
2937,80 
2938,83 
2939,82 
2940,91 
2941,87 
2942,90 
2943,85 
2944,86 
2945,92 
2946,85 
2947,83 
2948,75 
2949,78 
2950,83 
2951,84 
2952,87 
2953,94 
2954,88 
2955,89 
2956,87 
2957,82 
2958,81 
2959,87 
2960,88 
2961,78 
2962,93 
2963,88 
2964,78 
2965,86 
2965,86 
2966,80 
2967,87 
2968,91 
2969,91 
2970,86 
2971,85 
2972,88 
2973,88 
2974,85 
2974,85 
2975,79 
2976,84 
2977,94 
2978,79 
2979,86 
2980,86 
2981,92 
2982,80 
2983,85 
2984,90 
2985,90 
2986,86 
2987,84 
2988,85 
2989,85 
2990,88 
2991,89 
2992,89 
2993,92 
2994,87 
2995,80 
2996,83 
2997,83 
2998,91 
2999,89 
3000,71 
3001,82 
3002,93 
3003,91 
3004,88 
3005,94 
3006,86 
3007,91 
3008,93 
3009,86 
3010,92 
3011,83 
3012,83 
3013,89 
3014,87 
3015,79 
3016,85 
3017,91 
3018,87 
3019,84 
3020,81 
3021,88 
3022,83 
3023,83 
3024,87 
3025,86 
3026,88 
3027,81 
3027,81 
3028,78 
3029,84 
3030,80 
3031,79 
3032,87 
3033,88 
3034,84 
3035,84 
3036,92 
3037,93 
3038,84 
3039,86 
3040,89 
3041,81 
3042,89 
3043,80 
3044,84 
3045,93 
3046,85 
3047,79 
3048,87 
3049,87 
3050,89 
3051,84 
3052,87 
3053,90 
3054,90 
3055,79 
3056,81 
3057,81 
3058,82 
3059,86 
3060,84 
3061,94 
3062,83 
3063,90 
3063,90 
3064,86 
3064,86 
3065,78 
3066,84 
3067,81 
3068,88 
3069,90 
3070,79 
3071,79 
3072,80 
3073,87 
3074,87 
3075,87 
3076,80 
3077,86 
3078,81 
3079,74 
3080,84 
3081,88 
3082,84 
3083,85 
3084,80 
3085,85 
3086,90 
3087,88 
3088,93 
3089,84 
3090,84 
3091,82 
3092,81 
3093,88 
3094,82 
3095,83 
3096,82 
3097,87 
3098,85 
3099,94 
3099,94 
3100,90 
3101,90 
3102,81 
3103,82 
3104,76 
3105,79 
3106,89 
3107,90 
3108,84 
3109,90 
3111,84 
3112,82 
3113,86 
3114,93 
3115,91 
3116,92 
3117,80 
3118,83 
3119,83 
3120,93 
3121,82 
3122,87 
3123,79 
3124,79 
3125,91 
3126,91 
3127,90 
3128,80 
3129,86 
3130,86 
3131,92 
3132,84 
3133,91 
3134,87 
3135,80 
3136,82 
3137,94 
3138,84 
3139,84 
3140,82 
3141,88 
3142,85 
3143,93 
3144,89 
3145,91 
3146,82 
3147,80 
3148,81 
3149,84 
3150,82 
3151,94 
3152,88 
3153,92 
3154,91 
3155,89 
3157,83 
3158,94 
3159,86 
3160,80 
3161,94 
3162,88 
3163,80 
3164,83 
3165,88 
3166,80 
3167,87 
3168,81 
3169,89 
3170,93 
3171,83 
3172,87 
3173,88 
3174,83 
3175,90 
3177,93 
3178,84 
3179,92 
3180,82 
3181,90 
3182,83 
3183,84 
3184,93 
3185,84 
3186,85 
3187,88 
3188,78 
3189,79 
3189,79 
3190,84 
3191,93 
3192,87 
3193,87 
3194,90 
3195,87 
3196,88 
3197,89 
3198,95 
3199,87 
3200,84 
3201,80 
3202,81 
3203,93 
3204,83 
3205,82 
3206,83 
3207,85 
3207,85 
3208,91 
3209,85 
3210,80 
3211,85 
3212,93 
3213,92 
3214,86 
3215,89 
3216,91 
3217,77 
3218,93 
3219,84 
3220,93 
3221,93 
3222,88 
3223,86 
3224,81 
3225,94 
3226,85 
3227,86 
3228,88 
3229,83 
3230,90 
3231,80 
3232,82 
3233,87 
3234,76 
3235,84 
3236,89 
3237,76 
3238,90 
3239,85 
3240,84 
3241,84 
3242,94 
3243,81 
3244,89 
3245,84 
3246,84 
3247,91 
3248,87 
3249,87 
3250,90 
3251,93 
3252,90 
3253,78 
3254,90 
3255,87 
3256,94 
3257,82 
3258,84 
3259,78 
3260,93 
3261,87 
3262,83 
3263,93 
3264,90 
3265,94 
3266,89 
3267,91 
3268,84 
3269,82 
3270,91 
3271,86 
3272,85 
3273,84 
3274,91 
3275,84 
3276,89 
3277,90 
3278,85 
3279,85 
3280,81 
3281,91 
3282,94 
3283,90 
3284,83 
3285,94 
3286,85 
3287,88 
3288,82 
3289,93 
3290,87 
3291,90 
3292,79 
3293,79 
3295,87 
3295,87 
3296,85 
3298,89 
3299,93 
3300,93 
3301,85 
3302,94 
3303,82 
3304,88 
3305,84 
3306,84 
3307,86 
3308,88 
3309,86 
3310,93 
3311,91 
3312,88 
3313,86 
3314,86 
3315,92 
3316,91 
3317,93 
3319,83 
3320,83 
3321,87 
3322,91 
3324,87 
3325,81 
3326,88 
3327,91 
3329,83 
3330,84 
3331,86 
3332,90 
3333,85 
3334,81 
3335,82 
